import time: self [us] | cumulative | imported package
import time:       242 |        242 |                             anthropic.types.beta.beta_managed_agents_mcp_toolset_default_config
import time:       286 |       1298 |                           anthropic.types.beta.beta_managed_agents_mcp_toolset
import time:       230 |        230 |                           anthropic.types.beta.beta_managed_agents_custom_skill
import time:        81 |         81 |                             anthropic.types.beta.beta_managed_agents_model
import time:       230 |        310 |                           anthropic.types.beta.beta_managed_agents_model_config
import time:       245 |        245 |                           anthropic.types.beta.beta_managed_agents_anthropic_skill
import time:       325 |        325 |                             anthropic.types.beta.beta_managed_agents_agent_tool_config
import time:       238 |        238 |                             anthropic.types.beta.beta_managed_agents_agent_toolset_default_config
import time:       258 |        820 |                           anthropic.types.beta.beta_managed_agents_agent_toolset20260401
import time:       241 |        241 |                           anthropic.types.beta.beta_managed_agents_mcp_server_url_definition
import time:       591 |       5637 |                         anthropic.types.beta.beta_managed_agents_agent
import time:       303 |        303 |                         anthropic.types.beta.beta_managed_agents_vault
import time:       192 |        192 |                           anthropic.types.beta.beta_count_tokens_context_management_response
import time:       245 |        436 |                         anthropic.types.beta.beta_message_tokens_count
import time:       118 |        118 |                           anthropic.types.beta.beta_self_hosted_config_params
import time:       215 |        332 |                         anthropic.types.beta.environment_create_params
import time:       187 |        187 |                         anthropic.types.beta.environment_update_params
import time:       159 |        159 |                         anthropic.types.beta.memory_store_create_params
import time:       162 |        162 |                         anthropic.types.beta.memory_store_update_params
import time:       172 |        172 |                         anthropic.types.beta.user_profile_create_params
import time:       163 |        163 |                         anthropic.types.beta.user_profile_update_params
import time:        76 |         76 |                         anthropic.types.beta.beta_base64_pdf_block_param
import time:       510 |        510 |                               anthropic.types.beta.beta_managed_agents_session_thread_agent
import time:       294 |        803 |                             anthropic.types.beta.beta_managed_agents_session_multiagent_coordinator
import time:       451 |       1254 |                           anthropic.types.beta.beta_managed_agents_session_agent
import time:       290 |        290 |                           anthropic.types.beta.beta_managed_agents_session_stats
import time:       226 |        226 |                             anthropic.types.beta.beta_managed_agents_cache_creation_usage
import time:       305 |        531 |                           anthropic.types.beta.beta_managed_agents_session_usage
import time:       400 |        400 |                               anthropic.types.beta.sessions.event_list_params
import time:       414 |        414 |                                     anthropic.types.beta.sessions.beta_managed_agents_text_block_param
import time:       141 |        141 |                                       anthropic.types.beta.sessions.beta_managed_agents_url_image_source_param
import time:       135 |        135 |                                       anthropic.types.beta.sessions.beta_managed_agents_file_image_source_param
import time:       140 |        140 |                                       anthropic.types.beta.sessions.beta_managed_agents_base64_image_source_param
import time:       346 |        761 |                                     anthropic.types.beta.sessions.beta_managed_agents_image_block_param
import time:       131 |        131 |                                       anthropic.types.beta.sessions.beta_managed_agents_url_document_source_param
import time:       129 |        129 |                                       anthropic.types.beta.sessions.beta_managed_agents_file_document_source_param
import time:       143 |        143 |                                       anthropic.types.beta.sessions.beta_managed_agents_base64_document_source_param
import time:       147 |        147 |                                       anthropic.types.beta.sessions.beta_managed_agents_plain_text_document_source_param
import time:       379 |        928 |                                     anthropic.types.beta.sessions.beta_managed_agents_document_block_param
import time:       441 |       2542 |                                   anthropic.types.beta.sessions.beta_managed_agents_user_message_event_params
import time:       303 |        303 |                                   anthropic.types.beta.sessions.beta_managed_agents_user_interrupt_event_params
import time:       127 |        127 |                                       anthropic.types.beta.sessions.beta_managed_agents_search_result_content_param
import time:       117 |        117 |                                       anthropic.types.beta.sessions.beta_managed_agents_search_result_citations_param
import time:       325 |        568 |                                     anthropic.types.beta.sessions.beta_managed_agents_search_result_block_param
import time:       530 |       1098 |                                   anthropic.types.beta.sessions.beta_managed_agents_user_tool_result_event_params
import time:       274 |        274 |                                     anthropic.types.beta.sessions.beta_managed_agents_file_rubric_params
import time:       277 |        277 |                                     anthropic.types.beta.sessions.beta_managed_agents_text_rubric_params
import time:       528 |       1078 |                                   anthropic.types.beta.sessions.beta_managed_agents_user_define_outcome_event_params
import time:       425 |        425 |                                   anthropic.types.beta.sessions.beta_managed_agents_user_tool_confirmation_event_params
import time:       440 |        440 |                                   anthropic.types.beta.sessions.beta_managed_agents_user_custom_tool_result_event_params
import time:       179 |       6062 |                                 anthropic.types.beta.sessions.beta_managed_agents_event_params
import time:       153 |       6215 |                               anthropic.types.beta.sessions.event_send_params
import time:       150 |        150 |                               anthropic.types.beta.sessions.thread_list_params
import time:       158 |        158 |                               anthropic.types.beta.sessions.resource_add_params
import time:       136 |        136 |                               anthropic.types.beta.sessions.resource_list_params
import time:       140 |        140 |                               anthropic.types.beta.sessions.resource_update_params
import time:       838 |        838 |                                 anthropic.types.beta.sessions.beta_managed_agents_file_resource
import time:      1100 |       1100 |                                 anthropic.types.beta.sessions.beta_managed_agents_memory_store_resource
import time:       392 |        392 |                                   anthropic.types.beta.beta_managed_agents_branch_checkout
import time:       405 |        405 |                                   anthropic.types.beta.beta_managed_agents_commit_checkout
import time:       973 |       1770 |                                 anthropic.types.beta.sessions.beta_managed_agents_github_repository_resource
import time:       153 |       3859 |                               anthropic.types.beta.sessions.resource_update_response
import time:       107 |        107 |                               anthropic.types.beta.sessions.resource_retrieve_response
import time:       258 |        258 |                               anthropic.types.beta.sessions.beta_managed_agents_text_block
import time:       257 |        257 |                               anthropic.types.beta.sessions.beta_managed_agents_file_rubric
import time:       438 |        438 |                                 anthropic.types.beta.sessions.beta_managed_agents_url_image_source
import time:       435 |        435 |                                 anthropic.types.beta.sessions.beta_managed_agents_file_image_source
import time:       517 |        517 |                                 anthropic.types.beta.sessions.beta_managed_agents_base64_image_source
import time:       387 |       1776 |                               anthropic.types.beta.sessions.beta_managed_agents_image_block
import time:       299 |        299 |                               anthropic.types.beta.sessions.beta_managed_agents_text_rubric
import time:       372 |        372 |                                 anthropic.types.beta.sessions.beta_managed_agents_retry_status_retrying
import time:       367 |        367 |                                 anthropic.types.beta.sessions.beta_managed_agents_retry_status_terminal
import time:       370 |        370 |                                 anthropic.types.beta.sessions.beta_managed_agents_retry_status_exhausted
import time:       393 |       1501 |                               anthropic.types.beta.sessions.beta_managed_agents_billing_error
import time:       374 |        374 |                                     anthropic.types.beta.sessions.beta_managed_agents_url_document_source
import time:       387 |        387 |                                     anthropic.types.beta.sessions.beta_managed_agents_file_document_source
import time:       406 |        406 |                                     anthropic.types.beta.sessions.beta_managed_agents_base64_document_source
import time:       403 |        403 |                                     anthropic.types.beta.sessions.beta_managed_agents_plain_text_document_source
import time:       747 |       2316 |                                   anthropic.types.beta.sessions.beta_managed_agents_document_block
import time:       760 |       3076 |                                 anthropic.types.beta.sessions.beta_managed_agents_user_message_event
import time:       710 |        710 |                                 anthropic.types.beta.sessions.beta_managed_agents_agent_message_event
import time:       514 |        514 |                                   anthropic.types.beta.sessions.beta_managed_agents_unknown_error
import time:       503 |        503 |                                   anthropic.types.beta.sessions.beta_managed_agents_model_overloaded_error
import time:       498 |        498 |                                   anthropic.types.beta.sessions.beta_managed_agents_model_rate_limited_error
import time:       499 |        499 |                                   anthropic.types.beta.sessions.beta_managed_agents_model_request_failed_error
import time:       503 |        503 |                                   anthropic.types.beta.sessions.beta_managed_agents_mcp_connection_failed_error
import time:       508 |        508 |                                   anthropic.types.beta.sessions.beta_managed_agents_mcp_authentication_failed_error
import time:       766 |       3788 |                                 anthropic.types.beta.sessions.beta_managed_agents_session_error_event
import time:       549 |        549 |                                 anthropic.types.beta.sessions.beta_managed_agents_agent_thinking_event
import time:       997 |        997 |                                 anthropic.types.beta.sessions.beta_managed_agents_agent_tool_use_event
import time:       727 |        727 |                                 anthropic.types.beta.sessions.beta_managed_agents_user_interrupt_event
import time:       515 |        515 |                                 anthropic.types.beta.sessions.beta_managed_agents_session_deleted_event
import time:       928 |        928 |                                 anthropic.types.beta.beta_managed_agents_session_updated_event
import time:       360 |        360 |                                     anthropic.types.beta.sessions.beta_managed_agents_search_result_content
import time:       336 |        336 |                                     anthropic.types.beta.sessions.beta_managed_agents_search_result_citations
import time:       495 |       1191 |                                   anthropic.types.beta.sessions.beta_managed_agents_search_result_block
import time:      1078 |       2268 |                                 anthropic.types.beta.beta_managed_agents_user_tool_result_event
import time:       919 |        919 |                                 anthropic.types.beta.sessions.beta_managed_agents_agent_tool_result_event
import time:      1032 |       1032 |                                 anthropic.types.beta.sessions.beta_managed_agents_agent_mcp_tool_use_event
import time:       433 |        433 |                                   anthropic.types.beta.sessions.beta_managed_agents_session_end_turn
import time:       425 |        425 |                                   anthropic.types.beta.sessions.beta_managed_agents_session_requires_action
import time:       377 |        377 |                                   anthropic.types.beta.sessions.beta_managed_agents_session_retries_exhausted
import time:       748 |       1981 |                                 anthropic.types.beta.sessions.beta_managed_agents_session_status_idle_event
import time:       994 |        994 |                                 anthropic.types.beta.sessions.beta_managed_agents_user_define_outcome_event
import time:       880 |        880 |                                 anthropic.types.beta.sessions.beta_managed_agents_agent_custom_tool_use_event
import time:       979 |        979 |                                 anthropic.types.beta.sessions.beta_managed_agents_agent_mcp_tool_result_event
import time:       543 |        543 |                                 anthropic.types.beta.sessions.beta_managed_agents_session_status_running_event
import time:       681 |        681 |                                 anthropic.types.beta.sessions.beta_managed_agents_session_thread_created_event
import time:       401 |        401 |                                   anthropic.types.beta.sessions.beta_managed_agents_span_model_usage
import time:       877 |       1278 |                                 anthropic.types.beta.sessions.beta_managed_agents_span_model_request_end_event
import time:      1005 |       1005 |                                 anthropic.types.beta.sessions.beta_managed_agents_user_tool_confirmation_event
import time:      1076 |       1076 |                                 anthropic.types.beta.sessions.beta_managed_agents_user_custom_tool_result_event
import time:       530 |        530 |                                 anthropic.types.beta.sessions.beta_managed_agents_span_model_request_start_event
import time:       880 |        880 |                                 anthropic.types.beta.sessions.beta_managed_agents_agent_thread_message_sent_event
import time:       517 |        517 |                                 anthropic.types.beta.sessions.beta_managed_agents_session_status_terminated_event
import time:       506 |        506 |                                 anthropic.types.beta.sessions.beta_managed_agents_session_status_rescheduled_event
import time:       825 |        825 |                                 anthropic.types.beta.sessions.beta_managed_agents_session_thread_status_idle_event
import time:       984 |        984 |                                 anthropic.types.beta.sessions.beta_managed_agents_span_outcome_evaluation_end_event
import time:       925 |        925 |                                 anthropic.types.beta.sessions.beta_managed_agents_agent_thread_message_received_event
import time:       679 |        679 |                                 anthropic.types.beta.sessions.beta_managed_agents_session_thread_status_running_event
import time:       682 |        682 |                                 anthropic.types.beta.sessions.beta_managed_agents_span_outcome_evaluation_start_event
import time:       528 |        528 |                                 anthropic.types.beta.sessions.beta_managed_agents_agent_thread_context_compacted_event
import time:       687 |        687 |                                 anthropic.types.beta.sessions.beta_managed_agents_span_outcome_evaluation_ongoing_event
import time:       702 |        702 |                                 anthropic.types.beta.sessions.beta_managed_agents_session_thread_status_terminated_event
import time:       759 |        759 |                                 anthropic.types.beta.sessions.beta_managed_agents_session_thread_status_rescheduled_event
import time:       718 |      34830 |                               anthropic.types.beta.sessions.beta_managed_agents_session_event
import time:       653 |        653 |                                 anthropic.types.beta.sessions.beta_managed_agents_session_thread_stats
import time:       721 |        721 |                                 anthropic.types.beta.sessions.beta_managed_agents_session_thread_usage
import time:       107 |        107 |                                 anthropic.types.beta.sessions.beta_managed_agents_session_thread_status
import time:       489 |       1968 |                               anthropic.types.beta.sessions.beta_managed_agents_session_thread
import time:       121 |        121 |                               anthropic.types.beta.sessions.beta_managed_agents_session_resource
import time:       423 |        423 |                               anthropic.types.beta.sessions.beta_managed_agents_send_session_events
import time:       184 |        184 |                               anthropic.types.beta.sessions.beta_managed_agents_stream_session_events
import time:       281 |        281 |                               anthropic.types.beta.sessions.beta_managed_agents_delete_session_resource
import time:       141 |        141 |                               anthropic.types.beta.sessions.beta_managed_agents_stream_session_thread_events
import time:       594 |      53787 |                             anthropic.types.beta.sessions
import time:        27 |      53813 |                           anthropic.types.beta.sessions.beta_managed_agents_session_resource
import time:       319 |        319 |                           anthropic.types.beta.beta_managed_agents_outcome_evaluation_resource
import time:       514 |      56719 |                         anthropic.types.beta.beta_managed_agents_session
import time:       231 |        231 |                         anthropic.types.beta.beta_raw_message_stop_event
import time:       431 |        431 |                         anthropic.types.beta.message_count_tokens_params
import time:       264 |        264 |                           anthropic.types.beta.beta_compaction_content_block_delta
import time:       153 |        416 |                         anthropic.types.beta.beta_raw_content_block_delta
import time:       523 |        523 |                         anthropic.types.beta.beta_raw_message_delta_event
import time:       241 |        241 |                         anthropic.types.beta.beta_raw_message_start_event
import time:      1130 |       1130 |                           anthropic.types.beta.beta_raw_content_block_stop_event
import time:       263 |        263 |                           anthropic.types.beta.beta_raw_content_block_delta_event
import time:       354 |        354 |                           anthropic.types.beta.beta_raw_content_block_start_event
import time:       161 |       1906 |                         anthropic.types.beta.beta_raw_message_stream_event
import time:       237 |        237 |                         anthropic.types.beta.beta_environment_delete_response
import time:       313 |        313 |                         anthropic.types.beta.beta_managed_agents_memory_store
import time:       243 |        243 |                         anthropic.types.beta.beta_user_profile_enrollment_url
import time:       218 |        218 |                         anthropic.types.beta.beta_managed_agents_deleted_vault
import time:       267 |        267 |                           anthropic.types.beta.beta_memory_tool_20250818_view_command
import time:       238 |        238 |                           anthropic.types.beta.beta_memory_tool_20250818_create_command
import time:       217 |        217 |                           anthropic.types.beta.beta_memory_tool_20250818_delete_command
import time:       240 |        240 |                           anthropic.types.beta.beta_memory_tool_20250818_insert_command
import time:       281 |        281 |                           anthropic.types.beta.beta_memory_tool_20250818_rename_command
import time:       240 |        240 |                           anthropic.types.beta.beta_memory_tool_20250818_str_replace_command
import time:       186 |       1667 |                         anthropic.types.beta.beta_memory_tool_20250818_command
import time:       229 |        229 |                         anthropic.types.beta.beta_managed_agents_deleted_session
import time:       220 |        220 |                         anthropic.types.beta.beta_managed_agents_deleted_memory_store
import time:       254 |        254 |                         anthropic.types.beta.beta_managed_agents_agent_toolset20260401_bash_input
import time:       248 |        248 |                         anthropic.types.beta.beta_managed_agents_agent_toolset20260401_edit_input
import time:       222 |        222 |                         anthropic.types.beta.beta_managed_agents_agent_toolset20260401_glob_input
import time:       207 |        207 |                         anthropic.types.beta.beta_managed_agents_agent_toolset20260401_grep_input
import time:       224 |        224 |                         anthropic.types.beta.beta_managed_agents_agent_toolset20260401_read_input
import time:       206 |        206 |                         anthropic.types.beta.beta_managed_agents_agent_toolset20260401_write_input
import time:      1750 |     328406 |                       anthropic.types.beta
import time:       520 |        520 |                             docstring_parser.common
import time:       125 |        125 |                               docstring_parser.epydoc
import time:      1108 |       1108 |                               docstring_parser.google
import time:      3808 |       3808 |                               docstring_parser.numpydoc
import time:       151 |        151 |                               docstring_parser.rest
import time:       241 |        241 |                               docstring_parser.attrdoc
import time:       220 |       5650 |                             docstring_parser.parser
import time:       158 |        158 |                             docstring_parser.util
import time:       165 |       6491 |                           docstring_parser
import time:       703 |       7194 |                         anthropic.lib.tools._beta_functions
import time:       223 |       7416 |                       anthropic.lib.tools._tool_dispatch
import time:       130 |        130 |                       anthropic.lib._stainless_helpers
import time:       149 |        149 |                       anthropic.lib.tools._beta_compaction_control
import time:       502 |        502 |                               jiter.jiter
import time:       143 |        645 |                             jiter
import time:       155 |        155 |                             anthropic.lib._parse._response
import time:      8728 |       9528 |                           anthropic.lib.streaming._types
import time:       317 |        317 |                           anthropic.lib.streaming._messages
import time:     13121 |      13121 |                           anthropic.lib.streaming._beta_types
import time:       414 |        414 |                           anthropic.lib.streaming._beta_messages
import time:     18793 |      42171 |                         anthropic.lib.streaming
import time:        26 |      42196 |                       anthropic.lib.streaming._beta_messages
import time:       817 |     379112 |                     anthropic.lib.tools._beta_runner
import time:       414 |        414 |                     anthropic.lib.tools._beta_builtin_memory_tool
import time:       129 |     379654 |                   anthropic.lib.tools
import time:        87 |         87 |                             anthropic.lib._extras._common
import time:       165 |        251 |                           anthropic.lib._extras._google_auth
import time:        85 |        335 |                         anthropic.lib._extras
import time:        86 |        421 |                       anthropic.lib.vertex._auth
import time:       114 |        114 |                         anthropic._resource
import time:      3668 |       3668 |                                     anthropic.pagination
import time:       396 |       4064 |                                   anthropic.resources.beta.files
import time:       296 |        296 |                                   anthropic.resources.beta.models
import time:       160 |        160 |                                   anthropic.resources.beta.webhooks
import time:       240 |        240 |                                             anthropic.types.beta.agents.version_list_params
import time:        98 |        337 |                                           anthropic.types.beta.agents
import time:       169 |        506 |                                         anthropic.resources.beta.agents.versions
import time:       344 |        849 |                                       anthropic.resources.beta.agents.agents
import time:       211 |       1060 |                                     anthropic.resources.beta.agents
import time:        22 |       1081 |                                   anthropic.resources.beta.agents.agents
import time:       281 |        281 |                                             anthropic.types.beta.skills.version_list_params
import time:       145 |        145 |                                             anthropic.types.beta.skills.version_create_params
import time:       292 |        292 |                                             anthropic.types.beta.skills.version_list_response
import time:       286 |        286 |                                             anthropic.types.beta.skills.version_create_response
import time:       208 |        208 |                                             anthropic.types.beta.skills.version_delete_response
import time:       272 |        272 |                                             anthropic.types.beta.skills.version_retrieve_response
import time:       158 |       1639 |                                           anthropic.types.beta.skills
import time:       223 |       1861 |                                         anthropic.resources.beta.skills.versions
import time:       254 |       2115 |                                       anthropic.resources.beta.skills.skills
import time:       183 |       2298 |                                     anthropic.resources.beta.skills
import time:        20 |       2317 |                                   anthropic.resources.beta.skills.skills
import time:       281 |        281 |                                   anthropic.resources.beta.user_profiles
import time:       212 |        212 |                                             anthropic.types.beta.vaults.credential_list_params
import time:       114 |        114 |                                                   anthropic.types.beta.vaults.beta_managed_agents_token_endpoint_auth_none_param
import time:       126 |        126 |                                                   anthropic.types.beta.vaults.beta_managed_agents_token_endpoint_auth_post_param
import time:       126 |        126 |                                                   anthropic.types.beta.vaults.beta_managed_agents_token_endpoint_auth_basic_param
import time:       198 |        562 |                                                 anthropic.types.beta.vaults.beta_managed_agents_mcp_oauth_refresh_params
import time:       177 |        739 |                                               anthropic.types.beta.vaults.beta_managed_agents_mcp_oauth_create_params
import time:       147 |        147 |                                               anthropic.types.beta.vaults.beta_managed_agents_static_bearer_create_params
import time:       186 |       1071 |                                             anthropic.types.beta.vaults.credential_create_params
import time:       123 |        123 |                                                   anthropic.types.beta.vaults.beta_managed_agents_token_endpoint_auth_post_update_param
import time:       127 |        127 |                                                   anthropic.types.beta.vaults.beta_managed_agents_token_endpoint_auth_basic_update_param
import time:       154 |        403 |                                                 anthropic.types.beta.vaults.beta_managed_agents_mcp_oauth_refresh_update_params
import time:       155 |        558 |                                               anthropic.types.beta.vaults.beta_managed_agents_mcp_oauth_update_params
import time:       135 |        135 |                                               anthropic.types.beta.vaults.beta_managed_agents_static_bearer_update_params
import time:       196 |        888 |                                             anthropic.types.beta.vaults.credential_update_params
import time:       243 |        243 |                                               anthropic.types.beta.vaults.beta_managed_agents_refresh_http_response
import time:       245 |        488 |                                             anthropic.types.beta.vaults.beta_managed_agents_mcp_probe
import time:       215 |        215 |                                                   anthropic.types.beta.vaults.beta_managed_agents_token_endpoint_auth_none_response
import time:       265 |        265 |                                                   anthropic.types.beta.vaults.beta_managed_agents_token_endpoint_auth_post_response
import time:       211 |        211 |                                                   anthropic.types.beta.vaults.beta_managed_agents_token_endpoint_auth_basic_response
import time:       337 |       1026 |                                                 anthropic.types.beta.vaults.beta_managed_agents_mcp_oauth_refresh_response
import time:       278 |       1303 |                                               anthropic.types.beta.vaults.beta_managed_agents_mcp_oauth_auth_response
import time:       226 |        226 |                                               anthropic.types.beta.vaults.beta_managed_agents_static_bearer_auth_response
import time:       385 |       1914 |                                             anthropic.types.beta.vaults.beta_managed_agents_credential
import time:       253 |        253 |                                             anthropic.types.beta.vaults.beta_managed_agents_refresh_object
import time:       226 |        226 |                                             anthropic.types.beta.vaults.beta_managed_agents_deleted_credential
import time:        88 |         88 |                                               anthropic.types.beta.vaults.beta_managed_agents_credential_validation_status
import time:       353 |        441 |                                             anthropic.types.beta.vaults.beta_managed_agents_credential_validation
import time:       214 |       5702 |                                           anthropic.types.beta.vaults
import time:       275 |       5976 |                                         anthropic.resources.beta.vaults.credentials
import time:       273 |       6248 |                                       anthropic.resources.beta.vaults.vaults
import time:       181 |       6429 |                                     anthropic.resources.beta.vaults
import time:        19 |       6448 |                                   anthropic.resources.beta.vaults.vaults
import time:       276 |        276 |                                           anthropic.types.beta.messages.batch_list_params
import time:       255 |        255 |                                             anthropic.types.beta.messages.beta_message_batch_request_counts
import time:       378 |        633 |                                           anthropic.types.beta.messages.beta_message_batch
import time:       209 |        209 |                                           anthropic.types.beta.messages.batch_create_params
import time:       264 |        264 |                                             anthropic.types.beta.messages.beta_message_batch_errored_result
import time:       229 |        229 |                                             anthropic.types.beta.messages.beta_message_batch_expired_result
import time:       226 |        226 |                                             anthropic.types.beta.messages.beta_message_batch_canceled_result
import time:       256 |        256 |                                             anthropic.types.beta.messages.beta_message_batch_succeeded_result
import time:       174 |       1148 |                                           anthropic.types.beta.messages.beta_message_batch_result
import time:       238 |        238 |                                           anthropic.types.beta.messages.beta_deleted_message_batch
import time:       226 |        226 |                                           anthropic.types.beta.messages.beta_message_batch_individual_response
import time:       158 |       2883 |                                         anthropic.types.beta.messages
import time:       291 |       3174 |                                       anthropic.resources.beta.messages.batches
import time:       257 |        257 |                                                   anthropic.types.messages.message_batch_request_counts
import time:       400 |        656 |                                                 anthropic.types.messages.message_batch
import time:       137 |        137 |                                                 anthropic.types.messages.batch_list_params
import time:       164 |        164 |                                                 anthropic.types.messages.batch_create_params
import time:       223 |        223 |                                                   anthropic.types.messages.message_batch_errored_result
import time:       203 |        203 |                                                   anthropic.types.messages.message_batch_expired_result
import time:       197 |        197 |                                                   anthropic.types.messages.message_batch_canceled_result
import time:       225 |        225 |                                                   anthropic.types.messages.message_batch_succeeded_result
import time:       175 |       1020 |                                                 anthropic.types.messages.message_batch_result
import time:       227 |        227 |                                                 anthropic.types.messages.deleted_message_batch
import time:       274 |        274 |                                                 anthropic.types.messages.message_batch_individual_response
import time:       169 |       2644 |                                               anthropic.types.messages
import time:       271 |       2914 |                                             anthropic.resources.messages.batches
import time:       590 |        590 |                                             anthropic.resources.messages.messages
import time:       111 |       3614 |                                           anthropic.resources.messages
import time:        20 |       3633 |                                         anthropic.resources.messages.messages
import time:       884 |       4517 |                                       anthropic.resources.beta.messages.messages
import time:       207 |       7897 |                                     anthropic.resources.beta.messages
import time:        22 |       7918 |                                   anthropic.resources.beta.messages.messages
import time:       272 |        272 |                                       anthropic.resources.beta.sessions.events
import time:       208 |        208 |                                             anthropic.types.beta.sessions.threads.event_list_params
import time:        94 |        302 |                                           anthropic.types.beta.sessions.threads
import time:       206 |        508 |                                         anthropic.resources.beta.sessions.threads.events
import time:       192 |        192 |                                         anthropic.resources.beta.sessions.threads.threads
import time:       119 |        818 |                                       anthropic.resources.beta.sessions.threads
import time:       220 |        220 |                                         anthropic.resources.beta.sessions.resources
import time:       391 |        611 |                                       anthropic.resources.beta.sessions.sessions
import time:       242 |       1942 |                                     anthropic.resources.beta.sessions
import time:        19 |       1960 |                                   anthropic.resources.beta.sessions.sessions
import time:       190 |        190 |                                           anthropic.types.beta.environments.work_list_params
import time:       166 |        166 |                                           anthropic.types.beta.environments.work_poll_params
import time:       145 |        145 |                                           anthropic.types.beta.environments.work_stop_params
import time:       149 |        149 |                                           anthropic.types.beta.environments.work_update_params
import time:       228 |        228 |                                             anthropic.types.beta.environments.beta_session_work_data
import time:       493 |        721 |                                           anthropic.types.beta.environments.beta_self_hosted_work
import time:       238 |        238 |                                           anthropic.types.beta.environments.work_heartbeat_params
import time:       303 |        303 |                                           anthropic.types.beta.environments.beta_self_hosted_work_queue_stats
import time:       243 |        243 |                                           anthropic.types.beta.environments.beta_self_hosted_work_list_response
import time:       275 |        275 |                                           anthropic.types.beta.environments.beta_self_hosted_work_heartbeat_response
import time:       201 |       2626 |                                         anthropic.types.beta.environments
import time:       325 |       2950 |                                       anthropic.resources.beta.environments.work
import time:       245 |        245 |                                       anthropic.resources.beta.environments.environments
import time:       201 |       3395 |                                     anthropic.resources.beta.environments
import time:        20 |       3415 |                                   anthropic.resources.beta.environments.environments
import time:        89 |         89 |                                             anthropic.types.beta.memory_stores.beta_managed_agents_memory_view
import time:       246 |        335 |                                           anthropic.types.beta.memory_stores.memory_list_params
import time:       154 |        154 |                                           anthropic.types.beta.memory_stores.memory_create_params
import time:       146 |        146 |                                           anthropic.types.beta.memory_stores.memory_delete_params
import time:       123 |        123 |                                             anthropic.types.beta.memory_stores.beta_managed_agents_precondition_param
import time:       168 |        290 |                                           anthropic.types.beta.memory_stores.memory_update_params
import time:       142 |        142 |                                           anthropic.types.beta.memory_stores.memory_retrieve_params
import time:      1186 |       1186 |                                             anthropic.types.beta.memory_stores.beta_managed_agents_api_actor
import time:       258 |        258 |                                             anthropic.types.beta.memory_stores.beta_managed_agents_user_actor
import time:       234 |        234 |                                             anthropic.types.beta.memory_stores.beta_managed_agents_session_actor
import time:       151 |       1828 |                                           anthropic.types.beta.memory_stores.beta_managed_agents_actor
import time:       337 |        337 |                                           anthropic.types.beta.memory_stores.beta_managed_agents_memory
import time:        84 |         84 |                                             anthropic.types.beta.memory_stores.beta_managed_agents_memory_version_operation
import time:       237 |        321 |                                           anthropic.types.beta.memory_stores.memory_version_list_params
import time:       143 |        143 |                                           anthropic.types.beta.memory_stores.memory_version_retrieve_params
import time:       231 |        231 |                                           anthropic.types.beta.memory_stores.beta_managed_agents_memory_prefix
import time:       233 |        233 |                                           anthropic.types.beta.memory_stores.beta_managed_agents_deleted_memory
import time:       427 |        427 |                                           anthropic.types.beta.memory_stores.beta_managed_agents_memory_version
import time:       122 |        122 |                                           anthropic.types.beta.memory_stores.beta_managed_agents_memory_list_item
import time:       259 |       4959 |                                         anthropic.types.beta.memory_stores
import time:       283 |       5241 |                                       anthropic.resources.beta.memory_stores.memories
import time:       277 |        277 |                                         anthropic.resources.beta.memory_stores.memory_versions
import time:       371 |        647 |                                       anthropic.resources.beta.memory_stores.memory_stores
import time:       204 |       6092 |                                     anthropic.resources.beta.memory_stores
import time:        19 |       6111 |                                   anthropic.resources.beta.memory_stores.memory_stores
import time:       439 |      34483 |                                 anthropic.resources.beta.beta
import time:       298 |      34781 |                               anthropic.resources.beta
import time:       215 |        215 |                               anthropic.resources.models
import time:       338 |        338 |                               anthropic.resources.completions
import time:       145 |      35477 |                             anthropic.resources
import time:        19 |      35495 |                           anthropic.resources.beta
import time:       374 |      35869 |                         anthropic.lib.vertex._beta_messages
import time:       181 |      36162 |                       anthropic.lib.vertex._beta
import time:       514 |      37095 |                     anthropic.lib.vertex._client
import time:       119 |      37213 |                   anthropic.lib.vertex
import time:       163 |        163 |                         anthropic.lib.bedrock._beta_messages
import time:       279 |        441 |                       anthropic.lib.bedrock._beta
import time:       141 |        141 |                       anthropic.lib.bedrock._stream_decoder
import time:       457 |       1039 |                     anthropic.lib.bedrock._client
