import time: self [us] | cumulative | imported package
import time:       124 |        124 |                             anthropic.types.beta.beta_tool_search_tool_search_result_block_param
import time:       174 |        424 |                           anthropic.types.beta.beta_tool_search_tool_result_block_param
import time:       117 |        117 |                                 anthropic.types.beta.beta_code_execution_output_block_param
import time:       147 |        264 |                               anthropic.types.beta.beta_code_execution_result_block_param
import time:       124 |        124 |                               anthropic.types.beta.beta_code_execution_tool_result_error_param
import time:       149 |        149 |                               anthropic.types.beta.beta_encrypted_code_execution_result_block_param
import time:       116 |        652 |                             anthropic.types.beta.beta_code_execution_tool_result_block_param_content_param
import time:       144 |        795 |                           anthropic.types.beta.beta_code_execution_tool_result_block_param
import time:       114 |        114 |                               anthropic.types.beta.beta_bash_code_execution_output_block_param
import time:       144 |        258 |                             anthropic.types.beta.beta_bash_code_execution_result_block_param
import time:       139 |        139 |                             anthropic.types.beta.beta_bash_code_execution_tool_result_error_param
import time:       179 |        575 |                           anthropic.types.beta.beta_bash_code_execution_tool_result_block_param
import time:       186 |        186 |                             anthropic.types.beta.beta_text_editor_code_execution_tool_result_error_param
import time:       195 |        195 |                             anthropic.types.beta.beta_text_editor_code_execution_view_result_block_param
import time:       145 |        145 |                             anthropic.types.beta.beta_text_editor_code_execution_create_result_block_param
import time:       175 |        175 |                             anthropic.types.beta.beta_text_editor_code_execution_str_replace_result_block_param
import time:       214 |        913 |                           anthropic.types.beta.beta_text_editor_code_execution_tool_result_block_param
import time:       310 |       9590 |                         anthropic.types.beta.beta_content_block_param
import time:       149 |       9739 |                       anthropic.types.beta.beta_message_param
import time:       151 |        151 |                       anthropic.types.beta.file_upload_params
import time:       119 |        119 |                         anthropic.types.beta.beta_managed_agents_model_param
import time:       143 |        143 |                           anthropic.types.beta.beta_managed_agents_custom_skill_params
import time:       131 |        131 |                           anthropic.types.beta.beta_managed_agents_anthropic_skill_params
import time:       118 |        391 |                         anthropic.types.beta.beta_managed_agents_skill_params
import time:       131 |        131 |                             anthropic.types.beta.beta_managed_agents_agent_params
import time:       115 |        115 |                             anthropic.types.beta.beta_managed_agents_multiagent_self_params
import time:       110 |        356 |                           anthropic.types.beta.beta_managed_agents_multiagent_roster_entry_params
import time:       136 |        491 |                         anthropic.types.beta.beta_managed_agents_multiagent_params
import time:       142 |        142 |                           anthropic.types.beta.beta_managed_agents_custom_tool_input_schema_param
import time:       146 |        288 |                         anthropic.types.beta.beta_managed_agents_custom_tool_params
import time:       120 |        120 |                             anthropic.types.beta.beta_managed_agents_always_ask_policy_param
import time:       113 |        113 |                             anthropic.types.beta.beta_managed_agents_always_allow_policy_param
import time:       165 |        397 |                           anthropic.types.beta.beta_managed_agents_mcp_tool_config_params
import time:       128 |        128 |                           anthropic.types.beta.beta_managed_agents_mcp_toolset_default_config_params
import time:       164 |        689 |                         anthropic.types.beta.beta_managed_agents_mcp_toolset_params
import time:       125 |        125 |                         anthropic.types.beta.beta_managed_agents_model_config_params
import time:       130 |        130 |                         anthropic.types.beta.beta_managed_agents_url_mcp_server_params
import time:       148 |        148 |                           anthropic.types.beta.beta_managed_agents_agent_tool_config_params
import time:       129 |        129 |                           anthropic.types.beta.beta_managed_agents_agent_toolset_default_config_params
import time:       147 |        423 |                         anthropic.types.beta.beta_managed_agents_agent_toolset20260401_params
import time:       328 |       2981 |                       anthropic.types.beta.agent_create_params
import time:       228 |        228 |                       anthropic.types.beta.agent_update_params
import time:       119 |        119 |                       anthropic.types.beta.beta_metadata_param
import time:       420 |        420 |                       anthropic.types.beta.beta_thinking_delta
import time:       293 |        293 |                       anthropic.types.beta.session_list_params
import time:       176 |        176 |                       anthropic.types.beta.skill_create_params
import time:       294 |        294 |                       anthropic.types.beta.skill_list_response
import time:       154 |        154 |                       anthropic.types.beta.vault_create_params
import time:       151 |        151 |                       anthropic.types.beta.vault_update_params
import time:       284 |        284 |                       anthropic.types.beta.beta_citations_delta
import time:       183 |        183 |                       anthropic.types.beta.beta_packages_params
import time:       218 |        218 |                       anthropic.types.beta.beta_signature_delta
import time:       258 |        258 |                           anthropic.types.beta.beta_webhook_session_idled_event_data
import time:       249 |        249 |                           anthropic.types.beta.beta_webhook_vault_created_event_data
import time:       257 |        257 |                           anthropic.types.beta.beta_webhook_vault_deleted_event_data
import time:       294 |        294 |                           anthropic.types.beta.beta_webhook_vault_archived_event_data
import time:       244 |        244 |                           anthropic.types.beta.beta_webhook_session_created_event_data
import time:       260 |        260 |                           anthropic.types.beta.beta_webhook_session_deleted_event_data
import time:       244 |        244 |                           anthropic.types.beta.beta_webhook_session_pending_event_data
import time:       252 |        252 |                           anthropic.types.beta.beta_webhook_session_running_event_data
import time:       247 |        247 |                           anthropic.types.beta.beta_webhook_session_archived_event_data
import time:       253 |        253 |                           anthropic.types.beta.beta_webhook_session_status_idled_event_data
import time:       250 |        250 |                           anthropic.types.beta.beta_webhook_session_thread_idled_event_data
import time:       235 |        235 |                           anthropic.types.beta.beta_webhook_session_thread_created_event_data
import time:       241 |        241 |                           anthropic.types.beta.beta_webhook_session_requires_action_event_data
import time:       252 |        252 |                           anthropic.types.beta.beta_webhook_vault_credential_created_event_data
import time:       284 |        284 |                           anthropic.types.beta.beta_webhook_vault_credential_deleted_event_data
import time:       237 |        237 |                           anthropic.types.beta.beta_webhook_session_status_terminated_event_data
import time:       228 |        228 |                           anthropic.types.beta.beta_webhook_session_thread_terminated_event_data
import time:       247 |        247 |                           anthropic.types.beta.beta_webhook_vault_credential_archived_event_data
import time:       247 |        247 |                           anthropic.types.beta.beta_webhook_session_status_rescheduled_event_data
import time:       241 |        241 |                           anthropic.types.beta.beta_webhook_session_status_run_started_event_data
import time:       248 |        248 |                           anthropic.types.beta.beta_webhook_vault_credential_refresh_failed_event_data
import time:       245 |        245 |                           anthropic.types.beta.beta_webhook_session_outcome_evaluation_ended_event_data
import time:       410 |       5912 |                         anthropic.types.beta.beta_webhook_event_data
import time:       273 |       6184 |                       anthropic.types.beta.unwrap_webhook_event
import time:       155 |        155 |                       anthropic.types.beta.agent_retrieve_params
import time:       136 |        136 |                       anthropic.types.beta.beta_container_params
import time:       214 |        214 |                       anthropic.types.beta.beta_input_json_delta
import time:       158 |        158 |                           anthropic.types.beta.beta_mcp_tool_config_param
import time:       126 |        126 |                           anthropic.types.beta.beta_mcp_tool_default_config_param
import time:       167 |        450 |                         anthropic.types.beta.beta_mcp_toolset_param
import time:       182 |        182 |                         anthropic.types.beta.beta_tool_bash_20241022_param
import time:       180 |        180 |                         anthropic.types.beta.beta_tool_bash_20250124_param
import time:       176 |        176 |                         anthropic.types.beta.beta_memory_tool_20250818_param
import time:       190 |        190 |                         anthropic.types.beta.beta_advisor_tool_20260301_param
import time:       205 |        205 |                         anthropic.types.beta.beta_web_fetch_tool_20250910_param
import time:       209 |        209 |                         anthropic.types.beta.beta_web_fetch_tool_20260209_param
import time:       211 |        211 |                         anthropic.types.beta.beta_web_fetch_tool_20260309_param
import time:       154 |        154 |                           anthropic.types.beta.beta_user_location_param
import time:       201 |        355 |                         anthropic.types.beta.beta_web_search_tool_20250305_param
import time:       208 |        208 |                         anthropic.types.beta.beta_web_search_tool_20260209_param
import time:       181 |        181 |                         anthropic.types.beta.beta_tool_text_editor_20241022_param
import time:       181 |        181 |                         anthropic.types.beta.beta_tool_text_editor_20250124_param
import time:       181 |        181 |                         anthropic.types.beta.beta_tool_text_editor_20250429_param
import time:       202 |        202 |                         anthropic.types.beta.beta_tool_text_editor_20250728_param
import time:       212 |        212 |                         anthropic.types.beta.beta_tool_computer_use_20241022_param
import time:       188 |        188 |                         anthropic.types.beta.beta_tool_computer_use_20250124_param
import time:       228 |        228 |                         anthropic.types.beta.beta_tool_computer_use_20251124_param
import time:       237 |        237 |                         anthropic.types.beta.beta_code_execution_tool_20250522_param
import time:       172 |        172 |                         anthropic.types.beta.beta_code_execution_tool_20250825_param
import time:       175 |        175 |                         anthropic.types.beta.beta_code_execution_tool_20260120_param
import time:       176 |        176 |                         anthropic.types.beta.beta_tool_search_tool_bm25_20251119_param
import time:       175 |        175 |                         anthropic.types.beta.beta_tool_search_tool_regex_20251119_param
import time:       358 |       5022 |                       anthropic.types.beta.beta_tool_union_param
import time:       824 |        824 |                         anthropic.types.beta.parsed_beta_message
import time:       126 |        126 |                         anthropic.types.beta.beta_diagnostics_param
import time:       127 |        127 |                           anthropic.types.beta.beta_tool_choice_any_param
import time:       132 |        132 |                           anthropic.types.beta.beta_tool_choice_auto_param
import time:       110 |        110 |                           anthropic.types.beta.beta_tool_choice_none_param
import time:       132 |        132 |                           anthropic.types.beta.beta_tool_choice_tool_param
import time:       137 |        636 |                         anthropic.types.beta.beta_tool_choice_param
import time:       135 |        135 |                           anthropic.types.beta.beta_token_task_budget_param
import time:       141 |        141 |                           anthropic.types.beta.beta_json_output_format_param
import time:       154 |        429 |                         anthropic.types.beta.beta_output_config_param
import time:       128 |        128 |                           anthropic.types.beta.beta_thinking_config_enabled_param
import time:       140 |        140 |                           anthropic.types.beta.beta_thinking_config_adaptive_param
import time:       112 |        112 |                           anthropic.types.beta.beta_thinking_config_disabled_param
import time:       127 |        506 |                         anthropic.types.beta.beta_thinking_config_param
import time:      1405 |       1405 |                             anthropic.types.beta.beta_input_tokens_trigger_param
import time:       150 |       1555 |                           anthropic.types.beta.beta_compact_20260112_edit_param
import time:       129 |        129 |                             anthropic.types.beta.beta_thinking_turns_param
import time:       108 |        108 |                             anthropic.types.beta.beta_all_thinking_turns_param
import time:       193 |        429 |                           anthropic.types.beta.beta_clear_thinking_20251015_edit_param
import time:       126 |        126 |                             anthropic.types.beta.beta_tool_uses_keep_param
import time:       125 |        125 |                             anthropic.types.beta.beta_tool_uses_trigger_param
import time:       121 |        121 |                             anthropic.types.beta.beta_input_tokens_clear_at_least_param
import time:       222 |        593 |                           anthropic.types.beta.beta_clear_tool_uses_20250919_edit_param
import time:       154 |       2730 |                         anthropic.types.beta.beta_context_management_config_param
import time:       120 |        120 |                           anthropic.types.beta.beta_request_mcp_server_tool_configuration_param
import time:       183 |        302 |                         anthropic.types.beta.beta_request_mcp_server_url_definition_param
import time:       605 |       6155 |                       anthropic.types.beta.message_create_params
import time:       135 |        135 |                         anthropic.types.beta.beta_managed_agents_file_resource_params
import time:       148 |        148 |                         anthropic.types.beta.beta_managed_agents_memory_store_resource_param
import time:       122 |        122 |                           anthropic.types.beta.beta_managed_agents_branch_checkout_param
import time:       125 |        125 |                           anthropic.types.beta.beta_managed_agents_commit_checkout_param
import time:       184 |        430 |                         anthropic.types.beta.beta_managed_agents_github_repository_resource_params
import time:       249 |        961 |                       anthropic.types.beta.session_create_params
import time:       132 |        132 |                         anthropic.types.beta.beta_managed_agents_session_agent_update_param
import time:       178 |        310 |                       anthropic.types.beta.session_update_params
import time:       301 |        301 |                       anthropic.types.beta.skill_create_response
import time:       287 |        287 |                       anthropic.types.beta.skill_delete_response
import time:       166 |        166 |                       anthropic.types.beta.environment_list_params
import time:       282 |        282 |                       anthropic.types.beta.skill_retrieve_response
import time:       147 |        147 |                         anthropic.types.beta.beta_limited_network_params
import time:       115 |        115 |                         anthropic.types.beta.beta_unrestricted_network_param
import time:       176 |        436 |                       anthropic.types.beta.beta_cloud_config_params
import time:       327 |        327 |                       anthropic.types.beta.beta_message_delta_usage
import time:       229 |        229 |                       anthropic.types.beta.memory_store_list_params
import time:       156 |        156 |                       anthropic.types.beta.user_profile_list_params
import time:       235 |        235 |                           anthropic.types.beta.beta_managed_agents_agent_reference
import time:       246 |        481 |                         anthropic.types.beta.beta_managed_agents_multiagent
import time:       291 |        291 |                           anthropic.types.beta.beta_managed_agents_custom_tool_input_schema
import time:       259 |        550 |                         anthropic.types.beta.beta_managed_agents_custom_tool
import time:       261 |        261 |                             anthropic.types.beta.beta_managed_agents_always_ask_policy
import time:       210 |        210 |                             anthropic.types.beta.beta_managed_agents_always_allow_policy
import time:       269 |        738 |                           anthropic.types.beta.beta_managed_agents_mcp_tool_config
import time:       237 |        237 |                           anthropic.types.beta.beta_managed_agents_mcp_toolset_default_config
import time:       285 |       1259 |                         anthropic.types.beta.beta_managed_agents_mcp_toolset
import time:       231 |        231 |                         anthropic.types.beta.beta_managed_agents_custom_skill
import time:        75 |         75 |                           anthropic.types.beta.beta_managed_agents_model
import time:       234 |        309 |                         anthropic.types.beta.beta_managed_agents_model_config
import time:       243 |        243 |                         anthropic.types.beta.beta_managed_agents_anthropic_skill
import time:       266 |        266 |                           anthropic.types.beta.beta_managed_agents_agent_tool_config
import time:       233 |        233 |                           anthropic.types.beta.beta_managed_agents_agent_toolset_default_config
import time:       261 |        760 |                         anthropic.types.beta.beta_managed_agents_agent_toolset20260401
import time:       228 |        228 |                         anthropic.types.beta.beta_managed_agents_mcp_server_url_definition
import time:       638 |       4695 |                       anthropic.types.beta.beta_managed_agents_agent
import time:       332 |        332 |                       anthropic.types.beta.beta_managed_agents_vault
import time:       210 |        210 |                         anthropic.types.beta.beta_count_tokens_context_management_response
import time:       271 |        480 |                       anthropic.types.beta.beta_message_tokens_count
import time:       133 |        133 |                         anthropic.types.beta.beta_self_hosted_config_params
import time:       230 |        363 |                       anthropic.types.beta.environment_create_params
import time:       205 |        205 |                       anthropic.types.beta.environment_update_params
import time:       166 |        166 |                       anthropic.types.beta.memory_store_create_params
import time:       165 |        165 |                       anthropic.types.beta.memory_store_update_params
import time:       172 |        172 |                       anthropic.types.beta.user_profile_create_params
import time:       173 |        173 |                       anthropic.types.beta.user_profile_update_params
import time:        83 |         83 |                       anthropic.types.beta.beta_base64_pdf_block_param
import time:       420 |        420 |                             anthropic.types.beta.beta_managed_agents_session_thread_agent
import time:       220 |        640 |                           anthropic.types.beta.beta_managed_agents_session_multiagent_coordinator
import time:       510 |       1149 |                         anthropic.types.beta.beta_managed_agents_session_agent
import time:       254 |        254 |                         anthropic.types.beta.beta_managed_agents_session_stats
import time:       226 |        226 |                           anthropic.types.beta.beta_managed_agents_cache_creation_usage
import time:       278 |        503 |                         anthropic.types.beta.beta_managed_agents_session_usage
import time:       375 |        375 |                             anthropic.types.beta.sessions.event_list_params
import time:       137 |        137 |                                   anthropic.types.beta.sessions.beta_managed_agents_text_block_param
import time:       315 |        315 |                                     anthropic.types.beta.sessions.beta_managed_agents_url_image_source_param
import time:       270 |        270 |                                     anthropic.types.beta.sessions.beta_managed_agents_file_image_source_param
import time:       279 |        279 |                                     anthropic.types.beta.sessions.beta_managed_agents_base64_image_source_param
import time:       189 |       1051 |                                   anthropic.types.beta.sessions.beta_managed_agents_image_block_param
import time:       261 |        261 |                                     anthropic.types.beta.sessions.beta_managed_agents_url_document_source_param
import time:       267 |        267 |                                     anthropic.types.beta.sessions.beta_managed_agents_file_document_source_param
import time:       264 |        264 |                                     anthropic.types.beta.sessions.beta_managed_agents_base64_document_source_param
import time:       336 |        336 |                                     anthropic.types.beta.sessions.beta_managed_agents_plain_text_document_source_param
import time:       212 |       1338 |                                   anthropic.types.beta.sessions.beta_managed_agents_document_block_param
import time:       166 |       2691 |                                 anthropic.types.beta.sessions.beta_managed_agents_user_message_event_params
import time:       134 |        134 |                                 anthropic.types.beta.sessions.beta_managed_agents_user_interrupt_event_params
import time:       264 |        264 |                                     anthropic.types.beta.sessions.beta_managed_agents_search_result_content_param
import time:       260 |        260 |                                     anthropic.types.beta.sessions.beta_managed_agents_search_result_citations_param
import time:       167 |        689 |                                   anthropic.types.beta.sessions.beta_managed_agents_search_result_block_param
import time:       179 |        867 |                                 anthropic.types.beta.sessions.beta_managed_agents_user_tool_result_event_params
import time:       112 |        112 |                                   anthropic.types.beta.sessions.beta_managed_agents_file_rubric_params
import time:       121 |        121 |                                   anthropic.types.beta.sessions.beta_managed_agents_text_rubric_params
import time:       181 |        413 |                                 anthropic.types.beta.sessions.beta_managed_agents_user_define_outcome_event_params
import time:       155 |        155 |                                 anthropic.types.beta.sessions.beta_managed_agents_user_tool_confirmation_event_params
import time:       148 |        148 |                                 anthropic.types.beta.sessions.beta_managed_agents_user_custom_tool_result_event_params
import time:       161 |       4565 |                               anthropic.types.beta.sessions.beta_managed_agents_event_params
import time:       148 |       4713 |                             anthropic.types.beta.sessions.event_send_params
import time:       137 |        137 |                             anthropic.types.beta.sessions.thread_list_params
import time:       156 |        156 |                             anthropic.types.beta.sessions.resource_add_params
import time:       135 |        135 |                             anthropic.types.beta.sessions.resource_list_params
import time:       140 |        140 |                             anthropic.types.beta.sessions.resource_update_params
import time:       270 |        270 |                               anthropic.types.beta.sessions.beta_managed_agents_file_resource
import time:       347 |        347 |                               anthropic.types.beta.sessions.beta_managed_agents_memory_store_resource
import time:       271 |        271 |                                 anthropic.types.beta.beta_managed_agents_branch_checkout
import time:       332 |        332 |                                 anthropic.types.beta.beta_managed_agents_commit_checkout
import time:       370 |        972 |                               anthropic.types.beta.sessions.beta_managed_agents_github_repository_resource
import time:       141 |       1729 |                             anthropic.types.beta.sessions.resource_update_response
import time:       104 |        104 |                             anthropic.types.beta.sessions.resource_retrieve_response
import time:       217 |        217 |                             anthropic.types.beta.sessions.beta_managed_agents_text_block
import time:       211 |        211 |                             anthropic.types.beta.sessions.beta_managed_agents_file_rubric
import time:       204 |        204 |                               anthropic.types.beta.sessions.beta_managed_agents_url_image_source
import time:       209 |        209 |                               anthropic.types.beta.sessions.beta_managed_agents_file_image_source
import time:       222 |        222 |                               anthropic.types.beta.sessions.beta_managed_agents_base64_image_source
import time:       300 |        933 |                             anthropic.types.beta.sessions.beta_managed_agents_image_block
import time:       213 |        213 |                             anthropic.types.beta.sessions.beta_managed_agents_text_rubric
import time:       209 |        209 |                               anthropic.types.beta.sessions.beta_managed_agents_retry_status_retrying
import time:       205 |        205 |                               anthropic.types.beta.sessions.beta_managed_agents_retry_status_terminal
import time:       205 |        205 |                               anthropic.types.beta.sessions.beta_managed_agents_retry_status_exhausted
import time:       351 |        969 |                             anthropic.types.beta.sessions.beta_managed_agents_billing_error
import time:       381 |        381 |                                   anthropic.types.beta.sessions.beta_managed_agents_url_document_source
import time:       381 |        381 |                                   anthropic.types.beta.sessions.beta_managed_agents_file_document_source
import time:       471 |        471 |                                   anthropic.types.beta.sessions.beta_managed_agents_base64_document_source
import time:       488 |        488 |                                   anthropic.types.beta.sessions.beta_managed_agents_plain_text_document_source
import time:       438 |       2157 |                                 anthropic.types.beta.sessions.beta_managed_agents_document_block
import time:       317 |       2474 |                               anthropic.types.beta.sessions.beta_managed_agents_user_message_event
import time:       323 |        323 |                               anthropic.types.beta.sessions.beta_managed_agents_agent_message_event
import time:       358 |        358 |                                 anthropic.types.beta.sessions.beta_managed_agents_unknown_error
import time:       348 |        348 |                                 anthropic.types.beta.sessions.beta_managed_agents_model_overloaded_error
import time:       383 |        383 |                                 anthropic.types.beta.sessions.beta_managed_agents_model_rate_limited_error
import time:       321 |        321 |                                 anthropic.types.beta.sessions.beta_managed_agents_model_request_failed_error
import time:       336 |        336 |                                 anthropic.types.beta.sessions.beta_managed_agents_mcp_connection_failed_error
import time:       327 |        327 |                                 anthropic.types.beta.sessions.beta_managed_agents_mcp_authentication_failed_error
import time:       390 |       2459 |                               anthropic.types.beta.sessions.beta_managed_agents_session_error_event
import time:       249 |        249 |                               anthropic.types.beta.sessions.beta_managed_agents_agent_thinking_event
import time:       340 |        340 |                               anthropic.types.beta.sessions.beta_managed_agents_agent_tool_use_event
import time:       278 |        278 |                               anthropic.types.beta.sessions.beta_managed_agents_user_interrupt_event
import time:       233 |        233 |                               anthropic.types.beta.sessions.beta_managed_agents_session_deleted_event
import time:       382 |        382 |                               anthropic.types.beta.beta_managed_agents_session_updated_event
import time:       452 |        452 |                                   anthropic.types.beta.sessions.beta_managed_agents_search_result_content
import time:       312 |        312 |                                   anthropic.types.beta.sessions.beta_managed_agents_search_result_citations
import time:       350 |       1113 |                                 anthropic.types.beta.sessions.beta_managed_agents_search_result_block
import time:       391 |       1504 |                               anthropic.types.beta.beta_managed_agents_user_tool_result_event
import time:       354 |        354 |                               anthropic.types.beta.sessions.beta_managed_agents_agent_tool_result_event
import time:       325 |        325 |                               anthropic.types.beta.sessions.beta_managed_agents_agent_mcp_tool_use_event
import time:       253 |        253 |                                 anthropic.types.beta.sessions.beta_managed_agents_session_end_turn
import time:       285 |        285 |                                 anthropic.types.beta.sessions.beta_managed_agents_session_requires_action
import time:       246 |        246 |                                 anthropic.types.beta.sessions.beta_managed_agents_session_retries_exhausted
import time:       313 |       1094 |                               anthropic.types.beta.sessions.beta_managed_agents_session_status_idle_event
import time:       389 |        389 |                               anthropic.types.beta.sessions.beta_managed_agents_user_define_outcome_event
import time:       291 |        291 |                               anthropic.types.beta.sessions.beta_managed_agents_agent_custom_tool_use_event
import time:       333 |        333 |                               anthropic.types.beta.sessions.beta_managed_agents_agent_mcp_tool_result_event
import time:       244 |        244 |                               anthropic.types.beta.sessions.beta_managed_agents_session_status_running_event
import time:       248 |        248 |                               anthropic.types.beta.sessions.beta_managed_agents_session_thread_created_event
import time:       290 |        290 |                                 anthropic.types.beta.sessions.beta_managed_agents_span_model_usage
import time:       297 |        586 |                               anthropic.types.beta.sessions.beta_managed_agents_span_model_request_end_event
import time:       316 |        316 |                               anthropic.types.beta.sessions.beta_managed_agents_user_tool_confirmation_event
import time:       357 |        357 |                               anthropic.types.beta.sessions.beta_managed_agents_user_custom_tool_result_event
import time:       282 |        282 |                               anthropic.types.beta.sessions.beta_managed_agents_span_model_request_start_event
import time:       316 |        316 |                               anthropic.types.beta.sessions.beta_managed_agents_agent_thread_message_sent_event
import time:       232 |        232 |                               anthropic.types.beta.sessions.beta_managed_agents_session_status_terminated_event
import time:       218 |        218 |                               anthropic.types.beta.sessions.beta_managed_agents_session_status_rescheduled_event
import time:       284 |        284 |                               anthropic.types.beta.sessions.beta_managed_agents_session_thread_status_idle_event
import time:       294 |        294 |                               anthropic.types.beta.sessions.beta_managed_agents_span_outcome_evaluation_end_event
import time:       311 |        311 |                               anthropic.types.beta.sessions.beta_managed_agents_agent_thread_message_received_event
import time:       250 |        250 |                               anthropic.types.beta.sessions.beta_managed_agents_session_thread_status_running_event
import time:       248 |        248 |                               anthropic.types.beta.sessions.beta_managed_agents_span_outcome_evaluation_start_event
import time:       237 |        237 |                               anthropic.types.beta.sessions.beta_managed_agents_agent_thread_context_compacted_event
import time:       985 |        985 |                               anthropic.types.beta.sessions.beta_managed_agents_span_outcome_evaluation_ongoing_event
import time:       255 |        255 |                               anthropic.types.beta.sessions.beta_managed_agents_session_thread_status_terminated_event
import time:       252 |        252 |                               anthropic.types.beta.sessions.beta_managed_agents_session_thread_status_rescheduled_event
import time:       601 |      17525 |                             anthropic.types.beta.sessions.beta_managed_agents_session_event
import time:       235 |        235 |                               anthropic.types.beta.sessions.beta_managed_agents_session_thread_stats
import time:       257 |        257 |                               anthropic.types.beta.sessions.beta_managed_agents_session_thread_usage
import time:        95 |         95 |                               anthropic.types.beta.sessions.beta_managed_agents_session_thread_status
import time:       421 |       1006 |                             anthropic.types.beta.sessions.beta_managed_agents_session_thread
import time:       117 |        117 |                             anthropic.types.beta.sessions.beta_managed_agents_session_resource
import time:       315 |        315 |                             anthropic.types.beta.sessions.beta_managed_agents_send_session_events
import time:       174 |        174 |                             anthropic.types.beta.sessions.beta_managed_agents_stream_session_events
import time:       241 |        241 |                             anthropic.types.beta.sessions.beta_managed_agents_delete_session_resource
import time:       139 |        139 |                             anthropic.types.beta.sessions.beta_managed_agents_stream_session_thread_events
import time:       534 |      30070 |                           anthropic.types.beta.sessions
import time:        25 |      30095 |                         anthropic.types.beta.sessions.beta_managed_agents_session_resource
import time:       367 |        367 |                         anthropic.types.beta.beta_managed_agents_outcome_evaluation_resource
import time:       679 |      33045 |                       anthropic.types.beta.beta_managed_agents_session
import time:       257 |        257 |                       anthropic.types.beta.beta_raw_message_stop_event
import time:       464 |        464 |                       anthropic.types.beta.message_count_tokens_params
import time:       261 |        261 |                         anthropic.types.beta.beta_compaction_content_block_delta
import time:       149 |        409 |                       anthropic.types.beta.beta_raw_content_block_delta
import time:       515 |        515 |                       anthropic.types.beta.beta_raw_message_delta_event
import time:       242 |        242 |                       anthropic.types.beta.beta_raw_message_start_event
import time:       222 |        222 |                         anthropic.types.beta.beta_raw_content_block_stop_event
import time:       247 |        247 |                         anthropic.types.beta.beta_raw_content_block_delta_event
import time:       385 |        385 |                         anthropic.types.beta.beta_raw_content_block_start_event
import time:       159 |       1011 |                       anthropic.types.beta.beta_raw_message_stream_event
import time:       229 |        229 |                       anthropic.types.beta.beta_environment_delete_response
import time:       360 |        360 |                       anthropic.types.beta.beta_managed_agents_memory_store
import time:       254 |        254 |                       anthropic.types.beta.beta_user_profile_enrollment_url
import time:       232 |        232 |                       anthropic.types.beta.beta_managed_agents_deleted_vault
import time:       265 |        265 |                         anthropic.types.beta.beta_memory_tool_20250818_view_command
import time:       240 |        240 |                         anthropic.types.beta.beta_memory_tool_20250818_create_command
import time:       222 |        222 |                         anthropic.types.beta.beta_memory_tool_20250818_delete_command
import time:       242 |        242 |                         anthropic.types.beta.beta_memory_tool_20250818_insert_command
import time:       231 |        231 |                         anthropic.types.beta.beta_memory_tool_20250818_rename_command
import time:       246 |        246 |                         anthropic.types.beta.beta_memory_tool_20250818_str_replace_command
import time:       189 |       1632 |                       anthropic.types.beta.beta_memory_tool_20250818_command
import time:       225 |        225 |                       anthropic.types.beta.beta_managed_agents_deleted_session
import time:       228 |        228 |                       anthropic.types.beta.beta_managed_agents_deleted_memory_store
import time:       300 |        300 |                       anthropic.types.beta.beta_managed_agents_agent_toolset20260401_bash_input
import time:       244 |        244 |                       anthropic.types.beta.beta_managed_agents_agent_toolset20260401_edit_input
import time:       238 |        238 |                       anthropic.types.beta.beta_managed_agents_agent_toolset20260401_glob_input
import time:       216 |        216 |                       anthropic.types.beta.beta_managed_agents_agent_toolset20260401_grep_input
import time:       222 |        222 |                       anthropic.types.beta.beta_managed_agents_agent_toolset20260401_read_input
import time:       205 |        205 |                       anthropic.types.beta.beta_managed_agents_agent_toolset20260401_write_input
import time:      1676 |     115525 |                     anthropic.types.beta
import time:       454 |        454 |                           docstring_parser.common
import time:       120 |        120 |                             docstring_parser.epydoc
import time:       668 |        668 |                             docstring_parser.google
import time:       814 |        814 |                             docstring_parser.numpydoc
import time:       120 |        120 |                             docstring_parser.rest
import time:       193 |        193 |                             docstring_parser.attrdoc
import time:       179 |       2092 |                           docstring_parser.parser
import time:       130 |        130 |                           docstring_parser.util
import time:       161 |       2836 |                         docstring_parser
import time:       493 |       3328 |                       anthropic.lib.tools._beta_functions
import time:       174 |       3502 |                     anthropic.lib.tools._tool_dispatch
import time:       103 |        103 |                     anthropic.lib._stainless_helpers
import time:       124 |        124 |                     anthropic.lib.tools._beta_compaction_control
import time:       294 |        294 |                             jiter.jiter
import time:       119 |        412 |                           jiter
import time:       130 |        130 |                           anthropic.lib._parse._response
import time:      8950 |       9490 |                         anthropic.lib.streaming._types
import time:       356 |        356 |                         anthropic.lib.streaming._messages
import time:     12657 |      12657 |                         anthropic.lib.streaming._beta_types
import time:       411 |        411 |                         anthropic.lib.streaming._beta_messages
import time:     22409 |      45321 |                       anthropic.lib.streaming
import time:        27 |      45348 |                     anthropic.lib.streaming._beta_messages
import time:       805 |     165403 |                   anthropic.lib.tools._beta_runner
import time:       391 |        391 |                   anthropic.lib.tools._beta_builtin_memory_tool
import time:       124 |     165917 |                 anthropic.lib.tools
import time:        88 |         88 |                           anthropic.lib._extras._common
import time:       151 |        238 |                         anthropic.lib._extras._google_auth
import time:        94 |        332 |                       anthropic.lib._extras
import time:        87 |        418 |                     anthropic.lib.vertex._auth
import time:       103 |        103 |                       anthropic._resource
import time:      5577 |       5577 |                                   anthropic.pagination
import time:       330 |       5906 |                                 anthropic.resources.beta.files
